Syscall,Kernelfunc
ioctl$SCSI_IOCTL_TEST_UNIT_READY,scsi_test_unit_ready
ioctl$SECCOMP_IOCTL_NOTIF_ADDFD,seccomp_notify_addfd
ioctl$SECCOMP_IOCTL_NOTIF_ID_VALID,seccomp_notify_id_valid
ioctl$SECCOMP_IOCTL_NOTIF_RECV,seccomp_notify_recv
ioctl$SECCOMP_IOCTL_NOTIF_SEND,seccomp_notify_send
ioctl$SG_EMULATED_HOST,bsg_ioctl
ioctl$SG_GET_ACCESS_COUNT,sg_ioctl_common
ioctl$SG_GET_COMMAND_Q,bsg_get_command_q
ioctl$SG_GET_KEEP_ORPHAN,sg_ioctl_common
ioctl$SG_GET_LOW_DMA,sg_ioctl_common
ioctl$SG_GET_NUM_WAITING,sg_ioctl_common
ioctl$SG_GET_PACK_ID,sg_ioctl_common
ioctl$SG_GET_REQUEST_TABLE,sg_fill_request_table
ioctl$SG_GET_RESERVED_SIZE,bsg_ioctl
ioctl$SG_GET_SCSI_ID,sg_ioctl_common
ioctl$SG_GET_SG_TABLESIZE,sg_ioctl_common
ioctl$SG_GET_TIMEOUT,jiffies_to_clock_t
ioctl$SG_GET_VERSION_NUM,bsg_ioctl
ioctl$SG_IO,"st_ioctl,bsg_sg_io"
ioctl$SG_NEXT_CMD_LEN,sg_ioctl_common
ioctl$SG_SCSI_RESET,scsi_ioctl_reset
ioctl$SG_SET_COMMAND_Q,bsg_set_command_q
ioctl$SG_SET_DEBUG,sg_ioctl_common
ioctl$SG_SET_FORCE_PACK_ID,sg_ioctl_common
ioctl$SG_SET_KEEP_ORPHAN,sg_ioctl_common
ioctl$SG_SET_RESERVED_SIZE,bsg_ioctl
ioctl$SG_SET_TIMEOUT,clock_t_to_jiffies
ioctl$SIOCAX25ADDFWD,ax25_addr_ax25dev
ioctl$SIOCAX25ADDUID,ax25_uid_ioctl
ioctl$SIOCAX25CTLCON,ax25_ctl_ioctl
ioctl$SIOCAX25DELFWD,ax25_fwd_ioctl
ioctl$SIOCAX25DELUID,ax25_uid_ioctl
ioctl$SIOCAX25GETINFO,ax25_ioctl
ioctl$SIOCAX25GETINFOOLD,ax25_ioctl
ioctl$SIOCAX25GETUID,ax25_uid_ioctl
ioctl$SIOCAX25NOUID,ax25_ioctl
ioctl$SIOCAX25OPTRT,ax25_rt_opt
ioctl$SIOCGETLINKNAME,tipc_node_get_linkname
ioctl$SIOCGETMIFCNT_IN6,ip6mr_ioctl
ioctl$SIOCGETNODEID,tipc_node_get_id
ioctl$SIOCGETSGCNT,ipmr_cache_find
ioctl$SIOCGETSGCNT_IN6,ip6mr_cache_find
ioctl$SIOCGETVIFCNT,ipmr_ioctl
ioctl$SIOCGIFHWADDR,dev_get_mac_address
ioctl$SIOCGIFMTU,dev_ifsioc_locked
ioctl$SIOCGSTAMP,sock_gettstamp
ioctl$SIOCGSTAMPNS,sock_gettstamp
ioctl$SIOCNRDECOBS,nr_dec_obs
ioctl$SIOCPNADDRESOURCE,pn_sock_bind_res
ioctl$SIOCPNDELRESOURCE,pn_sock_unbind_res
ioctl$SIOCPNENABLEPIPE,pep_sock_enable
ioctl$SIOCPNGETOBJECT,pn_socket_ioctl
ioctl$SIOCRSACCEPT,rose_ioctl
ioctl$SIOCRSGCAUSE,rose_ioctl
ioctl$SIOCRSGL2CALL,rose_ioctl
ioctl$SIOCRSSCAUSE,rose_ioctl
ioctl$SIOCRSSL2CALL,rose_ioctl
ioctl$SIOCSIFHWADDR,dev_set_mac_address_user
ioctl$SIOCSIFMTU,x25_ioctl
ioctl$SIOCX25CALLACCPTAPPRV,x25_ioctl
ioctl$SIOCX25GCALLUSERDATA,x25_ioctl
ioctl$SIOCX25GCAUSEDIAG,x25_ioctl
ioctl$SIOCX25GDTEFACILITIES,x25_ioctl
ioctl$SIOCX25GFACILITIES,x25_ioctl
ioctl$SIOCX25GSUBSCRIP,x25_subscr_ioctl
ioctl$SIOCX25SCALLUSERDATA,x25_ioctl
ioctl$SIOCX25SCAUSEDIAG,x25_ioctl
ioctl$SIOCX25SCUDMATCHLEN,x25_ioctl
ioctl$SIOCX25SDTEFACILITIES,x25_ioctl
ioctl$SIOCX25SENDCALLACCPT,x25_ioctl
ioctl$SIOCX25SFACILITIES,x25_ioctl
ioctl$SIOCX25SSUBSCRIP,x25_subscr_ioctl
ioctl$SNAPSHOT_ALLOC_SWAP_PAGE,alloc_swapdev_block
ioctl$SNAPSHOT_ATOMIC_RESTORE,hibernation_restore
ioctl$SNAPSHOT_AVAIL_SWAP_SIZE,count_swap_pages
ioctl$SNAPSHOT_CREATE_IMAGE,hibernation_snapshot
ioctl$SNAPSHOT_FREE,swsusp_free
ioctl$SNAPSHOT_FREEZE,create_basic_memory_bitmaps
ioctl$SNAPSHOT_FREE_SWAP_PAGES,free_all_swap_pages
ioctl$SNAPSHOT_GET_IMAGE_SIZE,snapshot_get_image_size
ioctl$SNAPSHOT_PLATFORM_SUPPORT,snapshot_ioctl
ioctl$SNAPSHOT_POWER_OFF,hibernation_platform_enter
ioctl$SNAPSHOT_PREF_IMAGE_SIZE,snapshot_ioctl
ioctl$SNAPSHOT_S2RAM,suspend_devices_and_enter
ioctl$SNAPSHOT_SET_SWAP_AREA,snapshot_set_swap_area
ioctl$SNAPSHOT_UNFREEZE,free_basic_memory_bitmaps
ioctl$SNDCTL_DSP_CHANNELS,snd_pcm_oss_set_channels
ioctl$SNDCTL_DSP_GETBLKSIZE,snd_pcm_oss_get_block_size
ioctl$SNDCTL_DSP_GETCAPS,snd_pcm_oss_get_caps
ioctl$SNDCTL_DSP_GETFMTS,snd_pcm_oss_get_formats
ioctl$SNDCTL_DSP_GETIPTR,snd_pcm_oss_get_ptr
ioctl$SNDCTL_DSP_GETISPACE,snd_pcm_oss_get_space
ioctl$SNDCTL_DSP_GETODELAY,snd_pcm_oss_get_odelay
ioctl$SNDCTL_DSP_GETOPTR,snd_pcm_oss_get_ptr
ioctl$SNDCTL_DSP_GETOSPACE,snd_pcm_oss_get_space
ioctl$SNDCTL_DSP_GETTRIGGER,snd_pcm_oss_get_trigger
ioctl$SNDCTL_DSP_NONBLOCK,snd_pcm_oss_nonblock
ioctl$SNDCTL_DSP_POST,snd_pcm_oss_post
ioctl$SNDCTL_DSP_RESET,snd_pcm_oss_reset
ioctl$SNDCTL_DSP_SETDUPLEX,snd_pcm_oss_get_caps
ioctl$SNDCTL_DSP_SETFMT,snd_pcm_oss_set_format
ioctl$SNDCTL_DSP_SETFRAGMENT,snd_pcm_oss_set_fragment
ioctl$SNDCTL_DSP_SETTRIGGER,snd_pcm_oss_set_trigger
ioctl$SNDCTL_DSP_SPEED,snd_pcm_oss_set_rate
ioctl$SNDCTL_DSP_STEREO,snd_pcm_oss_set_channels
ioctl$SNDCTL_DSP_SUBDIVIDE,snd_pcm_oss_set_subdivide
ioctl$SNDCTL_DSP_SYNC,snd_pcm_oss_sync
ioctl$SNDCTL_FM_4OP_ENABLE,snd_seq_oss_synth_ioctl
ioctl$SNDCTL_FM_LOAD_INSTR,snd_opl3_ioctl_seq_oss
ioctl$SNDCTL_MIDI_INFO,snd_seq_oss_midi_info_user
ioctl$SNDCTL_MIDI_PRETIME,snd_seq_oss_ioctl
ioctl$SNDCTL_SEQ_CTRLRATE,snd_seq_oss_timer_ioctl
ioctl$SNDCTL_SEQ_GETINCOUNT,snd_seq_oss_ioctl
ioctl$SNDCTL_SEQ_GETOUTCOUNT,snd_seq_oss_writeq_get_free_size
ioctl$SNDCTL_SEQ_GETTIME,snd_seq_oss_timer_cur_tick
ioctl$SNDCTL_SEQ_NRMIDIS,snd_seq_oss_ioctl
ioctl$SNDCTL_SEQ_NRSYNTHS,snd_seq_oss_ioctl
ioctl$SNDCTL_SEQ_OUTOFBAND,snd_seq_oss_oob_user
ioctl$SNDCTL_SEQ_PANIC,snd_seq_oss_reset
ioctl$SNDCTL_SEQ_RESET,snd_seq_oss_reset
ioctl$SNDCTL_SEQ_RESETSAMPLES,snd_seq_oss_synth_ioctl
ioctl$SNDCTL_SEQ_SYNC,snd_seq_oss_writeq_sync
ioctl$SNDCTL_SEQ_TESTMIDI,snd_seq_oss_midi_open
ioctl$SNDCTL_SEQ_THRESHOLD,snd_seq_oss_writeq_set_output
ioctl$SNDCTL_SYNTH_ID,snd_seq_oss_synth_info_user
ioctl$SNDCTL_SYNTH_INFO,snd_seq_oss_synth_info_user
ioctl$SNDCTL_SYNTH_MEMAVL,snd_seq_oss_synth_ioctl
ioctl$SNDCTL_TMR_CONTINUE,snd_seq_oss_timer_continue
ioctl$SNDCTL_TMR_METRONOME,snd_seq_oss_timer_ioctl
ioctl$SNDCTL_TMR_SELECT,snd_seq_oss_timer_ioctl
ioctl$SNDCTL_TMR_SOURCE,snd_seq_oss_timer_ioctl
ioctl$SNDCTL_TMR_START,snd_seq_oss_timer_start
ioctl$SNDCTL_TMR_STOP,snd_seq_oss_timer_stop
ioctl$SNDCTL_TMR_TEMPO,snd_seq_oss_timer_tempo
ioctl$SNDCTL_TMR_TIMEBASE,snd_seq_oss_timer_ioctl
ioctl$SNDRV_CTL_IOCTL_CARD_INFO,snd_ctl_card_info
ioctl$SNDRV_CTL_IOCTL_ELEM_ADD,snd_ctl_elem_add_user
ioctl$SNDRV_CTL_IOCTL_ELEM_INFO,snd_ctl_elem_info_user
ioctl$SNDRV_CTL_IOCTL_ELEM_LIST,snd_ctl_elem_list_user
ioctl$SNDRV_CTL_IOCTL_ELEM_LOCK,snd_ctl_elem_lock
ioctl$SNDRV_CTL_IOCTL_ELEM_READ,snd_ctl_elem_read_user
ioctl$SNDRV_CTL_IOCTL_ELEM_REMOVE,snd_ctl_elem_remove
ioctl$SNDRV_CTL_IOCTL_ELEM_REPLACE,snd_ctl_elem_add_user
ioctl$SNDRV_CTL_IOCTL_ELEM_UNLOCK,snd_ctl_elem_unlock
ioctl$SNDRV_CTL_IOCTL_ELEM_WRITE,snd_ctl_elem_write_user
ioctl$SNDRV_CTL_IOCTL_HWDEP_INFO,snd_hwdep_control_ioctl
ioctl$SNDRV_CTL_IOCTL_HWDEP_NEXT_DEVICE,snd_hwdep_control_ioctl
ioctl$SNDRV_CTL_IOCTL_PCM_INFO,snd_pcm_control_ioctl
ioctl$SNDRV_CTL_IOCTL_PCM_NEXT_DEVICE,snd_pcm_next
ioctl$SNDRV_CTL_IOCTL_PCM_PREFER_SUBDEVICE,snd_pcm_control_ioctl
ioctl$SNDRV_CTL_IOCTL_POWER_STATE,snd_ctl_ioctl
ioctl$SNDRV_CTL_IOCTL_PVERSION,snd_ctl_ioctl
ioctl$SNDRV_CTL_IOCTL_RAWMIDI_INFO,snd_rawmidi_info_select_user
ioctl$SNDRV_CTL_IOCTL_RAWMIDI_NEXT_DEVICE,snd_rawmidi_control_ioctl
ioctl$SNDRV_CTL_IOCTL_RAWMIDI_PREFER_SUBDEVICE,snd_rawmidi_control_ioctl
ioctl$SNDRV_CTL_IOCTL_SUBSCRIBE_EVENTS,snd_ctl_subscribe_events
ioctl$SNDRV_CTL_IOCTL_TLV_COMMAND,snd_ctl_tlv_ioctl
ioctl$SNDRV_CTL_IOCTL_TLV_READ,snd_ctl_tlv_ioctl
ioctl$SNDRV_CTL_IOCTL_TLV_WRITE,snd_ctl_tlv_ioctl
ioctl$SNDRV_FIREWIRE_IOCTL_GET_INFO,hwdep_get_info
ioctl$SNDRV_FIREWIRE_IOCTL_LOCK,hwdep_lock
ioctl$SNDRV_FIREWIRE_IOCTL_TASCAM_STATE,tscm_hwdep_state
ioctl$SNDRV_FIREWIRE_IOCTL_UNLOCK,hwdep_unlock
ioctl$SNDRV_HWDEP_IOCTL_DSP_LOAD,snd_hwdep_dsp_load_user
ioctl$SNDRV_HWDEP_IOCTL_DSP_STATUS,snd_hwdep_dsp_status
ioctl$SNDRV_HWDEP_IOCTL_INFO,snd_hwdep_info
ioctl$SNDRV_HWDEP_IOCTL_PVERSION,snd_hwdep_ioctl
ioctl$SNDRV_PCM_IOCTL_CHANNEL_INFO,snd_pcm_channel_info_user
ioctl$SNDRV_PCM_IOCTL_DELAY,snd_pcm_delay
ioctl$SNDRV_PCM_IOCTL_DRAIN,snd_pcm_drain
ioctl$SNDRV_PCM_IOCTL_DROP,snd_pcm_drop
ioctl$SNDRV_PCM_IOCTL_FORWARD,snd_pcm_forward
ioctl$SNDRV_PCM_IOCTL_HWSYNC,snd_pcm_hwsync
ioctl$SNDRV_PCM_IOCTL_HW_FREE,snd_pcm_hw_free
ioctl$SNDRV_PCM_IOCTL_HW_PARAMS,snd_pcm_hw_params_user
ioctl$SNDRV_PCM_IOCTL_HW_PARAMS_OLD,snd_pcm_hw_params_old_user
ioctl$SNDRV_PCM_IOCTL_HW_REFINE,snd_pcm_hw_refine_user
ioctl$SNDRV_PCM_IOCTL_HW_REFINE_OLD,snd_pcm_hw_refine_old_user
ioctl$SNDRV_PCM_IOCTL_INFO,snd_pcm_info_user
ioctl$SNDRV_PCM_IOCTL_LINK,snd_pcm_link
ioctl$SNDRV_PCM_IOCTL_PAUSE,snd_pcm_pause_lock_irq
ioctl$SNDRV_PCM_IOCTL_PREPARE,snd_pcm_prepare
ioctl$SNDRV_PCM_IOCTL_READI_FRAMES,snd_pcm_xferi_frames_ioctl
ioctl$SNDRV_PCM_IOCTL_READN_FRAMES,snd_pcm_xfern_frames_ioctl
ioctl$SNDRV_PCM_IOCTL_RESET,snd_pcm_reset
ioctl$SNDRV_PCM_IOCTL_RESUME,snd_pcm_resume
ioctl$SNDRV_PCM_IOCTL_REWIND,snd_pcm_rewind_ioctl
ioctl$SNDRV_PCM_IOCTL_START,snd_pcm_start_lock_irq
ioctl$SNDRV_PCM_IOCTL_STATUS32,snd_pcm_status_user32
ioctl$SNDRV_PCM_IOCTL_STATUS64,snd_pcm_status_user64
ioctl$SNDRV_PCM_IOCTL_STATUS_EXT32,snd_pcm_status_user32
ioctl$SNDRV_PCM_IOCTL_STATUS_EXT64,snd_pcm_status_user64
ioctl$SNDRV_PCM_IOCTL_SW_PARAMS,snd_pcm_sw_params_user
ioctl$SNDRV_PCM_IOCTL_SYNC_PTR,snd_pcm_sync_ptr
ioctl$SNDRV_PCM_IOCTL_TTSTAMP,snd_pcm_tstamp
ioctl$SNDRV_PCM_IOCTL_UNLINK,snd_pcm_unlink
ioctl$SNDRV_PCM_IOCTL_USER_PVERSION,snd_pcm_common_ioctl
ioctl$SNDRV_PCM_IOCTL_WRITEI_FRAMES,snd_pcm_xferi_frames_ioctl
ioctl$SNDRV_PCM_IOCTL_WRITEN_FRAMES,snd_pcm_xfern_frames_ioctl
ioctl$SNDRV_PCM_IOCTL_XRUN,snd_pcm_xrun
ioctl$SNDRV_RAWMIDI_IOCTL_DRAIN,snd_rawmidi_drain_output
ioctl$SNDRV_RAWMIDI_IOCTL_DROP,snd_rawmidi_drop_output
ioctl$SNDRV_RAWMIDI_IOCTL_INFO,snd_rawmidi_info_user
ioctl$SNDRV_RAWMIDI_IOCTL_PARAMS,snd_rawmidi_output_params
ioctl$SNDRV_RAWMIDI_IOCTL_PVERSION,snd_rawmidi_ioctl
ioctl$SNDRV_RAWMIDI_IOCTL_STATUS32,snd_rawmidi_ioctl_status32
ioctl$SNDRV_RAWMIDI_IOCTL_STATUS64,snd_rawmidi_ioctl_status64
ioctl$SNDRV_SEQ_IOCTL_CLIENT_ID,snd_seq_ioctl_client_id
ioctl$SNDRV_SEQ_IOCTL_CREATE_PORT,snd_seq_ioctl_create_port
ioctl$SNDRV_SEQ_IOCTL_CREATE_QUEUE,snd_seq_ioctl_create_queue
ioctl$SNDRV_SEQ_IOCTL_DELETE_PORT,snd_seq_ioctl_delete_port
ioctl$SNDRV_SEQ_IOCTL_DELETE_QUEUE,snd_seq_ioctl_delete_queue
ioctl$SNDRV_SEQ_IOCTL_GET_CLIENT_INFO,snd_seq_ioctl_get_client_info
ioctl$SNDRV_SEQ_IOCTL_GET_CLIENT_POOL,snd_seq_ioctl_get_client_pool
ioctl$SNDRV_SEQ_IOCTL_GET_NAMED_QUEUE,snd_seq_ioctl_get_named_queue
ioctl$SNDRV_SEQ_IOCTL_GET_PORT_INFO,snd_seq_ioctl_get_port_info
ioctl$SNDRV_SEQ_IOCTL_GET_QUEUE_CLIENT,snd_seq_ioctl_get_queue_client
ioctl$SNDRV_SEQ_IOCTL_GET_QUEUE_INFO,snd_seq_ioctl_get_queue_info
ioctl$SNDRV_SEQ_IOCTL_GET_QUEUE_STATUS,snd_seq_ioctl_get_queue_status
ioctl$SNDRV_SEQ_IOCTL_GET_QUEUE_TEMPO,snd_seq_ioctl_get_queue_tempo
ioctl$SNDRV_SEQ_IOCTL_GET_QUEUE_TIMER,snd_seq_ioctl_get_queue_timer
ioctl$SNDRV_SEQ_IOCTL_GET_SUBSCRIPTION,snd_seq_ioctl_get_subscription
ioctl$SNDRV_SEQ_IOCTL_PVERSION,snd_seq_ioctl_pversion
ioctl$SNDRV_SEQ_IOCTL_QUERY_NEXT_CLIENT,snd_seq_ioctl_query_next_client
ioctl$SNDRV_SEQ_IOCTL_QUERY_NEXT_PORT,snd_seq_ioctl_query_next_port
ioctl$SNDRV_SEQ_IOCTL_QUERY_SUBS,snd_seq_ioctl_query_subs
ioctl$SNDRV_SEQ_IOCTL_REMOVE_EVENTS,snd_seq_ioctl_remove_events
ioctl$SNDRV_SEQ_IOCTL_RUNNING_MODE,snd_seq_ioctl_running_mode
ioctl$SNDRV_SEQ_IOCTL_SET_CLIENT_INFO,snd_seq_ioctl_set_client_info
ioctl$SNDRV_SEQ_IOCTL_SET_CLIENT_POOL,snd_seq_ioctl_set_client_pool
ioctl$SNDRV_SEQ_IOCTL_SET_PORT_INFO,snd_seq_ioctl_set_port_info
ioctl$SNDRV_SEQ_IOCTL_SET_QUEUE_CLIENT,snd_seq_ioctl_set_queue_client
ioctl$SNDRV_SEQ_IOCTL_SET_QUEUE_INFO,snd_seq_ioctl_set_queue_info
ioctl$SNDRV_SEQ_IOCTL_SET_QUEUE_TEMPO,snd_seq_ioctl_set_queue_tempo
ioctl$SNDRV_SEQ_IOCTL_SET_QUEUE_TIMER,snd_seq_ioctl_set_queue_timer
ioctl$SNDRV_SEQ_IOCTL_SUBSCRIBE_PORT,snd_seq_ioctl_subscribe_port
ioctl$SNDRV_SEQ_IOCTL_SYSTEM_INFO,snd_seq_ioctl_system_info
ioctl$SNDRV_SEQ_IOCTL_UNSUBSCRIBE_PORT,snd_seq_ioctl_unsubscribe_port
ioctl$SNDRV_TIMER_IOCTL_CONTINUE,snd_timer_user_continue
ioctl$SNDRV_TIMER_IOCTL_GINFO,snd_timer_user_ginfo
ioctl$SNDRV_TIMER_IOCTL_GPARAMS,snd_timer_user_gparams
ioctl$SNDRV_TIMER_IOCTL_GSTATUS,snd_timer_user_gstatus
ioctl$SNDRV_TIMER_IOCTL_INFO,snd_timer_user_info
ioctl$SNDRV_TIMER_IOCTL_NEXT_DEVICE,snd_timer_user_next_device
ioctl$SNDRV_TIMER_IOCTL_PARAMS,snd_timer_user_params
ioctl$SNDRV_TIMER_IOCTL_PAUSE,snd_timer_user_pause
ioctl$SNDRV_TIMER_IOCTL_PVERSION,__snd_timer_user_ioctl
ioctl$SNDRV_TIMER_IOCTL_SELECT,snd_timer_user_tselect
ioctl$SNDRV_TIMER_IOCTL_START,snd_timer_user_start
ioctl$SNDRV_TIMER_IOCTL_STATUS32,snd_timer_user_status32
ioctl$SNDRV_TIMER_IOCTL_STATUS64,snd_timer_user_status64
ioctl$SNDRV_TIMER_IOCTL_STOP,snd_timer_user_stop
ioctl$SNDRV_TIMER_IOCTL_TREAD,snd_timer_user_tread
ioctl$SOUND_MIXER_INFO,snd_mixer_oss_info
ioctl$SOUND_MIXER_READ_CAPS,snd_mixer_oss_caps
ioctl$SOUND_MIXER_READ_DEVMASK,snd_mixer_oss_devmask
ioctl$SOUND_MIXER_READ_RECMASK,snd_mixer_oss_recmask
ioctl$SOUND_MIXER_READ_RECSRC,snd_mixer_oss_get_recsrc
ioctl$SOUND_MIXER_READ_STEREODEVS,snd_mixer_oss_stereodevs
ioctl$SOUND_MIXER_READ_VOLUME,AmiMixerIoctl
ioctl$SOUND_MIXER_WRITE_RECSRC,snd_mixer_oss_set_recsrc
ioctl$SOUND_MIXER_WRITE_VOLUME,dmasound_set_volume
ioctl$SOUND_OLD_MIXER_INFO,snd_mixer_oss_info_obsolete
ioctl$SOUND_PCM_READ_BITS,snd_pcm_oss_get_format
ioctl$SOUND_PCM_READ_CHANNELS,snd_pcm_oss_get_channels
ioctl$SOUND_PCM_READ_RATE,snd_pcm_oss_get_rate
ioctl$SW_SYNC_IOC_CREATE_FENCE,sw_sync_ioctl_create_fence
ioctl$SW_SYNC_IOC_INC,sw_sync_ioctl_inc
ioctl$SYNC_IOC_FILE_INFO,sync_file_ioctl_fence_info
ioctl$SYNC_IOC_MERGE,sync_file_ioctl_merge
ioctl$TCFLSH,tty_perform_flush
ioctl$TCGETA,get_termio
ioctl$TCGETS,copy_termios
ioctl$TCGETS2,copy_termios
ioctl$TCSBRK,send_break
ioctl$TCSBRKP,send_break
ioctl$TCSETA,set_termios
ioctl$TCSETAF,set_termios
ioctl$TCSETAW,set_termios
ioctl$TCSETS,set_termios
ioctl$TCSETS2,set_termios
ioctl$TCSETSF,set_termios
ioctl$TCSETSF2,set_termios
ioctl$TCSETSW,set_termios
ioctl$TCSETSW2,set_termios
ioctl$TCXONC,"tty_check_change,__stop_tty,__start_tty,tty_send_xchar"
ioctl$TE_IOCTL_CLOSE_CLIENT_SESSION,te_close_session
ioctl$TE_IOCTL_LAUNCH_OPERATION,te_launch_operation
ioctl$TE_IOCTL_OPEN_CLIENT_SESSION,te_open_session
ioctl$TE_IOCTL_SS_CMD,te_handle_ss_ioctl
ioctl$TFD_IOC_SET_TICKS,timerfd_ioctl
ioctl$TIOCCBRK,"sdio_uart_break_ctl,uart_break_ctl,acm_tty_break_ctl,serial_break,gsmtty_break_ctl,mgslpc_break,set_break,gs_break_ctl,tty_check_change,vcc_break_ctl,gb_tty_break_ctl,moxa_break_ctl,mxser_rs_break,rs_break"
ioctl$TIOCCONS,tioccons
ioctl$TIOCEXCL,tty_ioctl
ioctl$TIOCGDEV,tty_ioctl
ioctl$TIOCGETD,tiocgetd
ioctl$TIOCGICOUNT,tty_tiocgicount
ioctl$TIOCGISO7816,uart_get_iso7816_config
ioctl$TIOCGLCKTRMIOS,tty_mode_ioctl
ioctl$TIOCGPGRP,tiocgpgrp
ioctl$TIOCGPKT,pty_get_pktmode
ioctl$TIOCGPTLCK,pty_get_lock
ioctl$TIOCGRS485,uart_get_rs485_config
ioctl$TIOCGSERIAL,"tty_tiocgserial,compat_tty_tiocgserial"
ioctl$TIOCGSID,tiocgsid
ioctl$TIOCGSOFTCAR,tty_mode_ioctl
ioctl$TIOCGWINSZ,tiocgwinsz
ioctl$TIOCL_BLANKSCREEN,do_blank_screen
ioctl$TIOCL_GETKMSGREDIRECT,tioclinux
ioctl$TIOCL_GETMOUSEREPORTING,mouse_reporting
ioctl$TIOCL_GETSHIFTSTATE,vt_get_shift_state
ioctl$TIOCL_PASTESEL,paste_selection
ioctl$TIOCL_SCROLLCONSOLE,scrollfront
ioctl$TIOCL_SELLOADLUT,sel_loadlut
ioctl$TIOCL_SETSEL,set_selection_user
ioctl$TIOCL_SETVESABLANK,set_vesa_blanking
ioctl$TIOCL_UNBLANKSCREEN,unblank_screen
ioctl$TIOCMBIC,wwan_port_fops_at_ioctl
ioctl$TIOCMBIS,wwan_port_fops_at_ioctl
ioctl$TIOCMGET,wwan_port_fops_at_ioctl
ioctl$TIOCMSET,wwan_port_fops_at_ioctl
ioctl$TIOCNOTTY,no_tty
ioctl$TIOCNXCL,tty_ioctl
ioctl$TIOCOUTQ,tty_chars_in_buffer
ioctl$TIOCPKT,pty_set_pktmode
ioctl$TIOCSBRK,tty_ioctl
ioctl$TIOCSCTTY,tiocsctty
ioctl$TIOCSERGETLSR,"get_lsr_info,mos7840_get_lsr_info,mxser_get_lsr_info,uart_get_lsr_info"
ioctl$TIOCSETD,tiocsetd
ioctl$TIOCSISO7816,uart_set_iso7816_config
ioctl$TIOCSLCKTRMIOS,tty_mode_ioctl
ioctl$TIOCSPGRP,tiocspgrp
ioctl$TIOCSPTLCK,pty_set_lock
ioctl$TIOCSRS485,uart_set_rs485_config
ioctl$TIOCSSERIAL,tty_tiocsserial
ioctl$TIOCSSOFTCAR,tty_change_softcar
ioctl$TIOCSTI,tiocsti
ioctl$TIOCSWINSZ,tiocswinsz
ioctl$TIOCVHANGUP,tty_vhangup
ioctl$TIPC_IOC_CONNECT,dn_connect_ioctl
ioctl$TIPC_IOC_CONNECT_avb,
ioctl$TIPC_IOC_CONNECT_gatekeeper,
ioctl$TIPC_IOC_CONNECT_hwkey,
ioctl$TIPC_IOC_CONNECT_hwrng,
ioctl$TIPC_IOC_CONNECT_keymaster_secure,
ioctl$TIPC_IOC_CONNECT_km,
ioctl$TIPC_IOC_CONNECT_storage,
ioctl$TUNATTACHFILTER,tun_attach_filter
ioctl$TUNDETACHFILTER,tun_detach_filter
ioctl$TUNGETDEVNETNS,open_related_ns
ioctl$TUNGETFEATURES,tap_ioctl
ioctl$TUNGETFILTER,__tun_chr_ioctl
ioctl$TUNGETIFF,"tap_ioctl,tun_get_iff"
ioctl$TUNGETSNDBUF,__tun_chr_ioctl
ioctl$TUNGETVNETHDRSZ,tap_ioctl
ioctl$TUNSETCARRIER,tun_net_change_carrier
ioctl$TUNSETFILTEREBPF,tun_set_ebpf
ioctl$TUNSETGROUP,__tun_chr_ioctl
ioctl$TUNSETIFF,"tap_ioctl,tun_set_iff"
ioctl$TUNSETIFINDEX,__tun_chr_ioctl
ioctl$TUNSETLINK,__tun_chr_ioctl
ioctl$TUNSETNOCSUM,__tun_chr_ioctl
ioctl$TUNSETOFFLOAD,set_offload
ioctl$TUNSETOWNER,__tun_chr_ioctl
ioctl$TUNSETPERSIST,__tun_chr_ioctl
ioctl$TUNSETQUEUE,"tun_set_queue,tap_ioctl_set_queue"
ioctl$TUNSETSNDBUF,tap_ioctl
ioctl$TUNSETSTEERINGEBPF,tun_set_ebpf
ioctl$TUNSETTXFILTER,update_filter
ioctl$TUNSETVNETBE,tap_set_vnet_be
ioctl$TUNSETVNETHDRSZ,tap_ioctl
ioctl$TUNSETVNETLE,tap_ioctl
ioctl$UDMABUF_CREATE,udmabuf_ioctl_create
ioctl$UDMABUF_CREATE_LIST,udmabuf_ioctl_create_list
ioctl$UFFDIO_API,userfaultfd_api
ioctl$UFFDIO_CONTINUE,userfaultfd_continue
ioctl$UFFDIO_COPY,userfaultfd_copy
ioctl$UFFDIO_REGISTER,userfaultfd_register
ioctl$UFFDIO_UNREGISTER,userfaultfd_unregister
ioctl$UFFDIO_WAKE,userfaultfd_wake
ioctl$UFFDIO_WRITEPROTECT,userfaultfd_writeprotect
ioctl$UFFDIO_ZEROPAGE,userfaultfd_zeropage
ioctl$UI_ABS_SETUP,uinput_abs_setup
ioctl$UI_BEGIN_FF_ERASE,uinput_request_find
ioctl$UI_BEGIN_FF_UPLOAD,uinput_request_find
ioctl$UI_DEV_CREATE,uinput_create_device
ioctl$UI_DEV_DESTROY,uinput_destroy_device
ioctl$UI_DEV_SETUP,uinput_dev_setup
ioctl$UI_END_FF_ERASE,uinput_ioctl_handler
ioctl$UI_END_FF_UPLOAD,uinput_ioctl_handler
ioctl$UI_GET_SYSNAME,uinput_ioctl_handler
ioctl$UI_GET_VERSION,uinput_ioctl_handler
ioctl$UI_SET_ABSBIT,uinput_ioctl_handler
ioctl$UI_SET_EVBIT,uinput_ioctl_handler
ioctl$UI_SET_FFBIT,uinput_ioctl_handler
